Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2022,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,220300060,1
2021,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210600047,1
2020,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,200100006,1
2020,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,201100015,1
2021,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210200037,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400029,2
2022,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,220200008,1
2019,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,190100028,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300078,3
2020,NOV,Office of Field Operations,Southern Border,San Diego Field Office,201100078,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500053,1
2019,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,190700022,1
2019,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190600033,1
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200034,1
2021,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,210100016,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900050,1
2019,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,190900048,1
2021,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,211100050,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300054,3
2020,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,200900025,1
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300041,1
2019,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,191200057,1
2019,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,190900020,1
2020,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200900038,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400093,1
2022,JUL,Office of Field Operations,Southern Border,Laredo Field Office,220700099,1
2022,AUG,U.S. Border Patrol,Northern Border,Swanton Sector,220800079,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600026,2
2021,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211100044,1
2020,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,200800037,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400081,1
2020,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,200700091,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500064,1
2020,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,200800051,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200046,1
2019,APR,Office of Field Operations,Southern Border,El Paso Field Office,190400088,1
2019,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,191200053,1
2022,NOV,U.S. Border Patrol,Coastal/Interior,New Orleans Sector,221100026,1
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200041,1
2021,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,211000046,2
2021,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,211000019,1
2019,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190600036,1
2022,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,220800019,1
2019,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191200035,1
2019,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,190200057,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600042,1
2021,SEP,Office of Field Operations,Northern Border,Buffalo Field Office,210900077,1
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100095,1
2021,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210900044,1
2020,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,201200023,1
2022,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220300047,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700029,2
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700085,1
2021,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,210200021,2
2022,JUL,Office of Field Operations,Southern Border,Laredo Field Office,220700101,1
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100098,1
2021,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,210600031,1
2020,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,200900013,1
2019,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,190100005,2
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500049,1
2020,JUL,U.S. Border Patrol,Northern Border,Blaine Sector,200700065,5
2022,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,220300036,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100059,1
2019,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,190700033,1
2019,AUG,Office of Field Operations,Northern Border,Detroit Field Office,190800071,1
2020,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,200100049,1
2022,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,220800022,1
2020,FEB,Office of Field Operations,Southern Border,Laredo Field Office,200200064,1
2020,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,201000064,1
2020,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,200500016,1
2021,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210300037,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800005,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200066,1
2020,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,200600017,1
2022,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,221000029,1
2021,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,210300013,1
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100019,4
2021,OCT,U.S. Border Patrol,Northern Border,Grand Forks Sector,211000028,1
2020,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200200045,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500065,1
2019,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,190500005,1
2022,MAY,Office of Field Operations,Southern Border,El Paso Field Office,220500098,1
2020,OCT,Office of Field Operations,Southern Border,San Diego Field Office,201000080,2
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400070,3
2021,MAY,Office of Field Operations,Southern Border,Tucson Field Office,210500102,1
2020,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,200900053,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900106,1
2020,AUG,Office of Field Operations,Southern Border,Tucson Field Office,200800071,1
2021,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,210900050,1
2022,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221000043,1
2019,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190500039,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200086,1
2021,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210700038,1
2019,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,190600028,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900018,1
2022,JUL,Office of Field Operations,Coastal/Interior,San Juan Field Office,220700110,1
2020,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,201200025,3
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700055,1
2019,APR,U.S. Border Patrol,Southern Border,San Diego Sector,190400058,1
2022,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,221000006,1
2019,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,191000030,1
2019,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,191200030,1
2020,JUL,Office of Field Operations,Southern Border,Laredo Field Office,200700097,1
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200089,1
2021,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,210900031,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800107,1
2020,JUN,Office of Field Operations,Southern Border,Laredo Field Office,200600044,3
2020,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,201100009,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600076,1
2021,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210300036,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500112,1
2020,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,200300025,1
2021,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,210100033,1
2020,FEB,U.S. Border Patrol,Southern Border,Big Bend Sector,200200005,2
2020,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,200200054,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300067,2
2021,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,210800052,1
2020,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,200100058,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200049,3
2019,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,190200002,1
2019,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,190800031,1
2022,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,221000004,1
2021,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,211000009,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900055,1
2019,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191000036,2
2019,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,190100065,1
2020,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,201000005,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800073,2
2020,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,201100066,1
2020,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,200200010,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300076,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400061,1
2021,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,211100028,4
2019,APR,Office of Field Operations,Southern Border,El Paso Field Office,190400090,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700014,3
2022,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,220500030,1
2019,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,190500053,1
2019,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,190900006,1
2020,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,200700010,2
2021,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,210800076,3
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200004,1
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800087,1
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300033,1
2022,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,220500055,2
2022,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,220500007,1
2019,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,191100010,1
2020,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,201100020,1
2022,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,221200012,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800067,1
2022,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,220600074,1
2022,APR,U.S. Border Patrol,Southern Border,Laredo Sector,220400050,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700049,1
2020,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201000035,1
2022,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,220300088,2
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100027,1
2020,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200500029,1
2019,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,190300055,1
2021,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,210700061,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600060,1
2019,APR,U.S. Border Patrol,Southern Border,Laredo Sector,190400035,1
2019,FEB,Office of Field Operations,Southern Border,Tucson Field Office,190200073,1
2020,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,201200032,1
2020,JUL,Office of Field Operations,Northern Border,Portland Field Office,200700109,17
2019,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,191000028,1
2020,DEC,Office of Field Operations,Southern Border,San Diego Field Office,201200058,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200034,1
2020,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,200700066,1
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200043,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200074,1
2020,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,201000073,4
2019,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,190500058,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800009,1
2019,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,190900045,1
2020,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,200500018,1
2022,APR,U.S. Border Patrol,Southern Border,El Paso Sector,220400042,2
2020,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200200042,1
2020,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,200100043,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900097,1
2019,APR,U.S. Border Patrol,Southern Border,San Diego Sector,190400061,1
2021,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,211200035,1
2019,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,190400006,3
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000053,3
2019,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,191100060,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100067,2
2020,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,200900018,2
2022,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,220600029,1
2019,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,190600025,1
2022,DEC,Office of Field Operations,Southern Border,Tucson Field Office,221200097,1
2022,JUN,Office of Field Operations,Southern Border,Tucson Field Office,220600086,1
2019,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190200039,1
2022,DEC,U.S. Border Patrol,Southern Border,Big Bend Sector,221200017,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000047,1
2021,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,210200031,1
2022,NOV,Office of Field Operations,Southern Border,San Diego Field Office,221100079,1
2019,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,190200022,1
2019,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,190900012,1
2021,DEC,Office of Field Operations,Southern Border,San Diego Field Office,211200054,1
2020,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,200300062,1
2021,SEP,Office of Field Operations,Southern Border,Laredo Field Office,210900034,1
2019,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,190600044,2
2021,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,210800026,1
2019,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,190900016,1
2021,APR,U.S. Border Patrol,Southern Border,El Paso Sector,210400032,1
2020,JUL,U.S. Border Patrol,Northern Border,Blaine Sector,200700085,8
2022,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,220900045,1
2021,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,211000003,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200001,1
2019,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191000041,1
2021,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,210800002,1
2019,JUL,U.S. Border Patrol,Northern Border,Blaine Sector,190700004,1
2020,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,200900028,1
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100093,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600092,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600057,3
2020,MAY,Office of Field Operations,Southern Border,Laredo Field Office,200500049,3
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200033,1
2019,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191000033,1
2021,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,210200056,1
2022,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,221100084,1
2019,APR,U.S. Border Patrol,Southern Border,Tucson Sector,190400068,1
2021,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,210600014,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000058,1
2019,AUG,Office of Field Operations,Southern Border,San Diego Field Office,190800067,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700071,1
2020,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,200800061,1
2020,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,201100008,1
2020,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,201100052,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100038,1
2019,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,190300058,1
2022,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,220800021,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100068,1
2019,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,190600057,1
2020,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200900037,1
2022,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,220300031,2
2022,JAN,U.S. Border Patrol,Coastal/Interior,Special Operations Group,220100052,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400025,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500021,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200038,1
2021,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,211200043,1
2020,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201000041,1
2020,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200100032,1
2022,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,221100001,1
2021,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,210200009,1
2020,SEP,Office of Field Operations,Southern Border,El Paso Field Office,200900057,1
2020,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,200800047,1
2022,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,220300041,2
2020,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,200300010,3
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400059,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700025,2
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700057,1
2019,JUN,Office of Field Operations,Southern Border,El Paso Field Office,190600067,1
2020,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200700048,1
2021,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210600055,1
2019,DEC,U.S. Border Patrol,Southern Border,Yuma Sector,191200061,1
2022,APR,U.S. Border Patrol,Southern Border,Laredo Sector,220400057,1
2019,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,190200062,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400009,1
2020,JUL,U.S. Border Patrol,Northern Border,Blaine Sector,200700061,13
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100084,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500020,2
2021,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,210700002,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200051,1
2022,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,220100020,1
2021,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211100040,1
2022,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,220800099,1
2022,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220200097,1
2021,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,211200041,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200071,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800085,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100065,1
2019,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,191000067,2
2019,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,191100005,1
2022,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221200046,1
2020,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200900035,1
2021,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,210600008,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800022,1
2019,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,191200019,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000049,1
2022,APR,U.S. Border Patrol,Southern Border,El Centro Sector,220400004,2
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800093,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400044,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800016,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600089,1
2021,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,211000002,1
2020,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,200600039,1
2020,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,200300023,1
2022,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,220700053,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600005,1
2021,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,210500082,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400045,1
2019,APR,U.S. Border Patrol,Southern Border,Tucson Sector,190400073,1
2021,APR,U.S. Border Patrol,Northern Border,Blaine Sector,210400004,1
2021,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,210500059,1
2019,AUG,U.S. Border Patrol,Northern Border,Grand Forks Sector,190800026,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900030,2
2019,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,191100035,1
2022,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,221100013,1
2022,MAY,Office of Field Operations,Southern Border,San Diego Field Office,220500108,1
2019,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,190300042,1
2019,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,190100024,1
2020,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201200027,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300050,1
2022,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,220800100,2
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100072,1
2021,JAN,Office of Field Operations,Southern Border,Laredo Field Office,210100064,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700011,1
2021,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,211100027,1
2021,FEB,Office of Field Operations,Southern Border,San Diego Field Office,210200073,1
2022,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220100104,1
2021,DEC,U.S. Border Patrol,Coastal/Interior,Miami Sector,211200024,1
2020,NOV,U.S. Border Patrol,Coastal/Interior,Miami Sector,201100032,1
2021,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,211100014,2
2021,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,210800054,2
2019,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,191000026,1
2020,FEB,Office of Field Operations,Southern Border,Laredo Field Office,200200065,1
2020,DEC,Office of Field Operations,Southern Border,Laredo Field Office,201200050,1
2019,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,190200061,1
2022,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221000041,1
2019,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,191200029,1
2022,OCT,Office of Field Operations,Southern Border,Laredo Field Office,221000079,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700024,1
2022,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,220200004,1
2019,OCT,U.S. Border Patrol,Coastal/Interior,Miami Sector,191000031,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700025,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100051,1
2022,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,220300055,2
2021,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,210500077,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200092,1
2020,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,201000017,1
2022,APR,Office of Field Operations,Northern Border,Buffalo Field Office,220400104,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500069,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500018,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900061,1
2021,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,210100005,1
2020,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,200200061,1
2020,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,200100031,1
2020,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,200100019,1
2019,APR,U.S. Border Patrol,Southern Border,El Centro Sector,190400015,1
2019,JUN,Office of Field Operations,Southern Border,Laredo Field Office,190600064,1
2022,NOV,Office of Field Operations,Southern Border,El Paso Field Office,221100074,1
2020,NOV,Office of Field Operations,Southern Border,Tucson Field Office,201100082,1
2021,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210500048,1
2020,JUL,U.S. Border Patrol,Northern Border,Blaine Sector,200700067,13
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900100,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300062,1
2021,JUN,U.S. Border Patrol,Southern Border,Big Bend Sector,210600072,1
2021,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211000041,1
2020,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,200900042,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600060,1
2022,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,220800047,1
2020,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,201000031,1
2020,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,200700022,2
2019,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,190100055,1
2022,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,220100058,1
2019,SEP,U.S. Border Patrol,Southern Border,Big Bend Sector,190900005,1
2021,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210800044,1
2021,APR,U.S. Border Patrol,Coastal/Interior,Special Operations Group,210400063,1
2020,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,200200020,1
2022,JUL,Office of Field Operations,Southern Border,San Diego Field Office,220700106,1
2019,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,191200013,2
